Index,local_ppv
588,0.000439957
589,0.000303746
590,0.000215967
591,0.00013976
592,0.000204117
593,0.000236001
594,0.000126045
595,0.000264408
596,8.94419e-05
597,0.000207686
598,0.000112076
599,6.33182e-05
600,0.000273357
601,0.000783586
602,0.00152366
603,0.000622594
604,0.000287409
605,0.00277368
606,7.58843e-05
607,0.000214605
608,0.000153183
609,0.000439788
610,0.000479993
611,0.000272577
612,0.000344245
613,0.000108268
614,0.000196064
615,0.000219036
616,0.00112296
617,0.000839556
618,0.000252811
619,0.000138146
620,0.000877493
621,0.000136001
622,0.000822644
623,0.000174168
624,0.000253946
625,0.000166551
626,0.000308933
627,0.00192992
628,0.000188878
629,0.00098879
630,0.00180046
631,0.00048688
632,0.000269396
633,0.000227598
634,0.00342502
635,0.00137715
636,9.40767e-05
637,0.000193784
638,0.00270498
639,0.000113296
640,0.00147691
641,0.000332841
642,0.000213251
643,0.000650872
644,0.000201119
645,0.000717491
646,0.000259069
647,0.000543891
648,0.000644891
649,0.000333174
650,0.00114849
651,0.00185694
652,0.000142408
653,0.0097499
654,0.000353352
655,0.000394758
656,0.00172288
657,0.000131342
658,0.000218522
659,4.17825e-05
660,0.000183456
661,0.000265411
662,6.98818e-05
663,0.00441791
664,0.000252326
665,0.00102275
666,0.000313519
667,0.000823599
668,0.000150154
669,0.00128014
670,0.000359585
671,0.000188379
672,0.000262148
673,0.000305205
674,0.000188198
675,0.000212417
676,0.000235777
677,0.000909113
678,0.000310153
679,0.000106487
680,0.000495584
681,0.000446825
682,0.000375047
683,0.00049818
684,0.000831941
685,0.000205592
686,0.000348302
687,0.000681885
688,0.000725696
689,0.00216333
690,0.000156713
691,0.00146184
692,0.00079779
693,3.1532e-05
694,0.000555596
695,0.00126753
696,0.00193551
697,0.00124717
698,0.00192352
699,0.000619615
700,3.54171e-05
701,0.00100438
702,0.00217531
703,0.00196205
704,0.00132098
705,0.000206012
706,0.000587696
707,0.00192084
708,0
709,0.000152978
710,0.000347168
711,0.000264643
712,0.00443372
713,0.000386194
714,0.000155799
715,0.000672672
716,0.000253109
717,0.000199364
718,0.000193639
719,0.000545101
720,0.00441974
721,0.000938249
722,0.000405899
723,0.000200372
724,0.00032554
725,6.55735e-05
726,0.00276292
727,9.46113e-05
728,0.0003241
729,0.000512761
730,0.000692559
731,0.000305646
732,0.00285115
733,0.000111827
734,0.000109922
735,0.00073407
736,0.000166158
737,4.64534e-05
738,0.000161824
739,9.69695e-05
740,0.000483963
741,0.00245099
742,0.000323685
743,0.000131281
744,0.000200789
745,0
746,0.000434961
747,0.000123002
748,0.000312496
749,0.000116219
750,0.000744238
751,0.000199023
752,0.000144943
753,0.000122528
754,4.46171e-05
755,0
756,0.00424286
757,0.00023397
758,0.000193795
759,0.00099692
760,0.00024419
761,0.000326542
762,0.000352964
763,0.000185689
764,0.00286215
765,0.000623977
766,6.97733e-05
767,0.000164105
768,0.000352294
769,7.96083e-05
770,6.56094e-05
771,6.27831e-05
772,0.000168957
773,0.000126849
774,0
775,0.000148672
776,0.0011332
777,0.000140397
778,0.00075328
779,0.000237856
780,0
781,0
782,0.000424399
783,0.00280993
784,0.00029431
785,3.23299e-05
786,0.00128366
787,0.0010231
788,0.000700114
789,0.000382268
790,0.000222312
791,0.000257833
792,0.00011597
793,0.00014319
794,0.000239248
795,2.79882e-05
796,0.000740746
797,0.000151227
798,8.5476e-05
799,4.83502e-05
800,0.00043366
801,0.000459967
802,0.00129116
803,0.000968421
804,0.000705445
805,0
806,0.000131692
807,0.000308939
808,0.000264554
809,7.30775e-05
810,0.000597671
811,0.000480024
812,0.000216566
813,0.00185155
814,0
815,0.000514843
816,0.000818242
817,0.000250756
818,0.00285493
819,0.000181343
820,0.000540853
821,0.000362416
822,0.000832096
823,0.000301624
824,0.000262745
825,0.000400705
826,0.000139486
827,0.000278851
828,0.000180049
829,0.00120216
830,0.000277033
831,0.000513282
832,0.00377095
833,0.000191777
834,0.000279545
835,0.000129806
836,0.000206735
837,0.000199142
838,5.56714e-05
839,4.34596e-05
840,0.000286963
841,0.000395258
842,0.000127565
843,0.00064218
844,0.000608919
845,0.000348637
846,0.00127683
847,0.000139991
848,0
849,0.00666194
850,0.000161294
851,0.000238396
852,0.00029284
853,0.000161194
854,0.000163412
855,4.79513e-05
856,0.000210101
857,4.78859e-05
858,0.00020036
859,0.000304597
860,0.000349503
861,0.00015356
862,0.000711203
863,0.000106724
864,0.000261689
865,0.000256035
866,0.000430844
867,0.000254129
868,0.000897648
869,0.000404507
870,5.43248e-05
871,0.000613001
872,0.000331349
873,0.00249153
874,0.000222603
875,0.0018513
876,0.000338503
877,0.000241133
878,0.000624725
879,0.000224475
880,9.78958e-05
881,0.000431668
882,0.000188982
883,0.000149885
884,2.52398e-05
885,0.000102213
886,0.000880664
887,0.000655245
888,0.00108761
889,0.000384847
890,0.000439008
891,0.000384461
892,0.000191043
893,0.000931481
894,0.000146227
895,0.00079162
896,0.000287218
897,0.000168884
898,0.000278688
899,0.00713545
900,0.000131286
901,0.000335058
902,0.000534065
903,0.0012965
904,0.000195864
905,6.49057e-05
906,0.039097
907,0.000649057
908,0.000322054
909,0.00052686
910,0.000414248
911,0.000753829
912,0.000334077
913,0.000275192
914,0.000210136
915,0.000100657
916,0.000946015
917,9.37691e-05
918,7.44573e-05
919,0.000181692
920,6.71119e-05
921,0.000169966
922,0.000525216
923,0.000324979
924,0.000262144
925,8.25771e-05
926,0.00035739
927,0.000197352
928,0.000415674
929,0.000624044
930,0.000117484
931,0.000718846
932,0.000135468
933,0.00175339
934,0.000123033
935,0.000201971
936,0.000266658
937,0.000340352
938,0.000831645
939,0.00109111
940,7.55224e-05
941,0.00942494
942,0.00072535
943,0.000401582
944,0.000484033
945,0.00117295
946,0.000170053
947,0.00100052
948,0.000272673
949,0.000315561
950,0.000185375
951,0.00073678
952,0.00121639
953,0.000193657
954,0.000153614
955,0.000201999
956,0
957,0.00018417
958,0
959,2.66951e-05
960,0.000161647
961,0.000969161
962,0.000195674
963,0.000489925
964,0.000284613
965,8.4726e-05
966,0.000530579
967,0.00411258
968,0.000909083
969,0.000123218
970,0
971,0.000140229
972,0.000566734
973,0.0421245
974,0.000200974
975,0.00117273
976,0.000220646
977,3.88559e-05
978,0.000186773
979,9.92039e-06
980,0.00259996
981,0.000119734
982,0.000386016
983,0.00134431
984,0.000362153
985,0.000142266
986,0.00235604
987,0
988,0.00633731
989,0.000125372
990,2.55213e-05
991,0.000322383
992,0.000316016
993,0
994,0.00030724
995,0.000728785
996,0
997,0.00121572
998,0.000169942
999,0.000463611
1000,0.00059784
1001,0.000498121
1002,7.27295e-05
1003,0.000981755
1004,0.000224358
1005,0.00464191
1006,0.000254615
1007,0.00027284
1008,0.000684325
1009,2.0885e-05
1010,7.59047e-05
1011,0.000135112
1012,0.000310809
1013,0.000104954
1014,0.000138076
1015,0.000297982
1016,8.49221e-05
1017,0.00142988
1018,0.00102804
1019,0.000172387
1020,0.000279766
1021,0.000719775
1022,0.000121099
1023,0.000585999
1024,0.000185514
1025,0.000282686
1026,0.000484567
1027,0.000216522
1028,0.00092837
1029,0.000112208
1030,0.00070476
1031,0.000216347
1032,0.000397148
1033,0.00047335
1034,7.71036e-06
1035,0.000410201
1036,0.000113423
1037,0.000255605
1038,0.000110299
1039,0.000150876
1040,0.000102064
1041,0.000476779
1042,0.000184539
1043,0.000194646
1044,6.012e-05
1045,0.00017762
1046,0.0010218
1047,0.000131551
1048,0.000245038
1049,0
1050,0.000209039
1051,0.000191914
1052,0.00029603
1053,0.000411339
1054,0.00030807
1055,0.00160333
1056,0.000136179
1057,0.000872066
1058,8.34743e-05
1059,0
1060,0.00142001
1061,0.000252692
1062,0.0137898
1063,0.000348107
1064,0.00038584
1065,0.00184614
1066,0.000761184
1067,0.000281557
1068,0.000654171
1069,0.000139765
1070,0.000347622
1071,0.000580902
1072,0.000366598
1073,0.000147693
1074,0.000421306
1075,0.000352844
1076,0.000362659
1077,0.000116502
1078,0.000267419
1079,0.000495569
1080,0.000678592
1081,0.000148166
1082,0.00027379
1083,0.000376223
1084,0.000162472
1085,0.000150239
1086,0.000425492
1087,0
1088,0.00024953
1089,6.31086e-05
1090,0.000206448
1091,0.000235568
1092,3.06961e-05
1093,0.000161945
1094,0.000944914
1095,0.000103813
1096,0.00514892
1097,0.0106203
1098,0.000206288
1099,0.00147566
1100,0.000418944
1101,9.44608e-05
1102,0.0006042
1103,0.000178862
1104,0.00010062
1105,0.000121222
1106,0.000369117
1107,0.000116083
1108,0.000312705
1109,0.000620659
1110,0.00108466
1111,0.000335182
1112,0.00477023
1113,0.00011034
1114,0.000412537
1115,0.00778088
1116,0.00020322
1117,0.000343114
1118,8.06488e-05
1119,0.0005638
1120,0.00100999
1121,0.000402992
1122,0.00116934
1123,0.000202716
1124,0.000645172
1125,0.000279998
1126,0.000230864
1127,0.000158061
1128,0.000632189
1129,0.000449634
1130,0.00344315
1131,0.000619705
1132,0.0021063
1133,0.000739797
1134,0.00148594
1135,0.000856665
1136,0.00113514
1137,0.000178076
1138,0.00084908
1139,0.000406453
1140,0.000209941
1141,0.000250288
1142,0.000267032
1143,0.00189659
1144,0.00638497
1145,0.000185012
1146,0.000143586
1147,0.000186827
1148,0.000299609
1149,0.000371905
1150,0.000202196
1151,7.4327e-05
1152,0.000636726
1153,0.00112745
1154,0.00042667
1155,0.000425308
1156,0.00138064
1157,0.000120685
1158,0.000293948
1159,0.00111655
1160,0.000171986
1161,0.0119316
1162,0.000436012
1163,0.000813179
1164,0.00235691
1165,0.000354169
1166,0.000635832
1167,0.00142662
1168,0.00046726
1169,0.000507651
1170,0.000564539
1171,0.000306921
1172,0.000268706
1173,0.000211675
1174,0.000150796
1175,0.000487212
1176,0.000283143
1177,0.000483412
1178,0.000459945
1179,0.000350601
1180,0.000322557
1181,0.000305897
1182,0.000129675
1183,0.00323512
1184,0.000319449
1185,0.000958324
1186,0.00133501
1187,1.33722e-05
1188,0.00153221
1189,0.000120243
1190,0.00041759
1191,0.000198947
1192,0.00107436
1193,3.97155e-05
1194,2.13911e-06
1195,0.000425941
1196,9.54111e-05
1197,0.000147198
1198,0.000360569
1199,0.000321164
1200,0.000330919
1201,0.000477945
1202,5.23398e-05
1203,0.0005561
1204,9.15287e-05
1205,0.000546208
1206,0.000851268
1207,0.000498399
1208,1.13345e-05
1209,0.00109023
1210,0.000469209
1211,4.89008e-05
1212,0.000150188
1213,0.000183341
1214,0.000497312
1215,0.000521638
1216,0.000292657
1217,0.00037785
1218,0.000683642
1219,0.000107821
1220,0.00250621
1221,0.000995774
1222,0.000252394
1223,0.00054534
1224,0.0304656
1225,0.000115481
1226,0.000398279
1227,0.00113216
1228,0.000712184
1229,0.00288312
1230,0.000120184
1231,0.000396872
1232,0.000384843
1233,0.000173424
1234,8.95987e-05
1235,0
1236,0.000318263
1237,0.000151109
1238,0.000252317
1239,0.00046701
1240,0.000272355
1241,9.66035e-05
1242,0.000852832
1243,0.000350701
1244,0.000512246
1245,0.000252352
1246,0
1247,1.34716e-05
1248,0.00058462
1249,0.000221771
1250,0.000119154
1251,0.000161533
1252,0.000499024
1253,9.30692e-05
1254,0.00691315
1255,0.00191427
1256,5.1372e-05
1257,0
1258,0.000419381
1259,0.00172745
1260,5.10966e-05
1261,0.00394732
1262,0.00108455
1263,0.00012863
1264,0.000183063
1265,9.57317e-05
1266,0.000849797
1267,0.000380084
1268,0.00281778
1269,0.000439158
1270,0.000236938
1271,0.000376309
1272,0.00375766
1273,0.000247129
1274,0.000897097
1275,0.000624155
1276,0.000523999
1277,0.000249647
1278,0.000231026
1279,0.000212386
1280,0.000351272
1281,7.44829e-05
1282,0.000238281
1283,0.000731189
1284,0.00351016
1285,0.00135651
1286,0.000382826
1287,0.000406109
1288,0.000370549
1289,9.00791e-05
1290,0.00028828
1291,0.00757513
1292,0.000405627
1293,0.00022673
1294,0.00110273
1295,0.000259786
1296,0.000786078
1297,0.000100928
1298,0.000195878
1299,0.000469288
1300,0.000324906
1301,0.000159535
1302,0.000462744
1303,0.00172836
1304,0.00117163
1305,9.07655e-05
1306,5.52107e-05
1307,0.000394477
1308,0.000131221
1309,0
1310,0.0150371
1311,0.00249149
1312,0.000266416
1313,9.86523e-05
1314,0.000158525
1315,0.000208875
1316,0.000492561
1317,0.00214504
1318,0.000430439
1319,0.00101127
1320,0.000331185
1321,0.000344936
1322,0.000274697
1323,0.00021117
1324,0.000942783
1325,0.000250032
1326,0.00147368
1327,0.00888697
1328,0.000297313
1329,0.000220652
1330,0.000256599
1331,0.000562273
1332,0.00165884
1333,0.000312033
1334,0.000248843
1335,0.00435239
1336,0.00105785
1337,0.000284407
1338,0.00232483
1339,0.000597744
1340,6.00318e-05
1341,0.000242543
1342,0.000675572
1343,0.000365522
1344,0.000284761
1345,0.000909145
1346,0.000133736
1347,0.000217474
1348,0.000505697
1349,0.000222074
1350,0.000151553
1351,0.000146149
1352,0.000376781
1353,0.00236101
1354,0.000200077
1355,0.00214106
1356,0.000303792
1357,0.000213207
1358,0.000358155
1359,0.000495065
1360,0.000448982
1361,0.000169633
1362,0.000168718
1363,7.4942e-05
1364,0.000331941
1365,0.000227023
1366,0.000321563
1367,0.000101443
1368,0.0017441
1369,0.000388188
1370,0.00053353
1371,0.000285586
1372,0.000202023
1373,8.7259e-05
1374,7.379e-05
1375,0.000255796
1376,0.000402687
1377,0.000457836
1378,0.000362196
1379,0.000110871
1380,0.000259289
1381,0.000334924
1382,0.000467043
1383,0.000149272
1384,0
1385,0.00188463
1386,0.000354388
1387,0.00138611
1388,0.000324392
1389,0.000430035
1390,0.0003383
1391,0.00016952
1392,0.000274784
1393,0.0123653
1394,0.000513458
1395,0.000208248
1396,0.000141458
1397,0.000254248
1398,0.000572725
1399,0.00077569
1400,0.000471151
1401,0.000314979
1402,0.000337867
1403,0.000200452
1404,0.00083713
1405,0.000175317
1406,6.2144e-05
1407,0.000105018
1408,0.00046572
1409,0.000266897
1410,0.000436031
1411,0.000148142
1412,0.000391033
1413,0.000119401
1414,0.000393312
1415,0.000305276
1416,0.000250432
1417,0.000908109
1418,0.00023779
1419,0.000238838
1420,0.00038966
1421,0.000489701
1422,0.000332151
1423,0.000126021
1424,0.00147803
1425,0.000268291
1426,0.00175828
1427,0.00241888
1428,0.000167567
1429,0.000322193
1430,0.000633204
1431,0.00163112
1432,0.000201117
1433,0.000304908
1434,0.000449066
1435,0.000418973
1436,0.000739348
1437,0.000445875
1438,3.77314e-05
1439,0.000638419
1440,0.000208487
1441,0.000129013
1442,8.58887e-05
1443,0.000180086
1444,0.000220869
1445,0.000448853
1446,0.000166502
1447,0.000504731
1448,0.00148801
1449,0.00016243
1450,0.000162754
1451,0.000276506
1452,1.0649e-05
1453,4.12072e-05
1454,0.000819134
1455,0.000497186
1456,0.000663713
1457,0.000364784
1458,0.000141034
1459,0.000331566
1460,0.00115812
1461,0.0137747
1462,0.000128546
1463,0.000458773
1464,0.000466036
1465,0.000268122
1466,0.000341367
1467,0.000164249
1468,0.000699152
1469,0.00949202
1470,0.000255998
1471,0.00150241
1472,0.00326567
1473,0.000327668
1474,0.000424986
1475,0.00032823
1476,0.000441215
1477,0.000241502
1478,0.00120812
1479,0.00119212
1480,0.00039041
1481,0.000201014
1482,0.00684007
1483,0.000405876
1484,0.000590492
1485,0.000119757
1486,0.000287669
1487,0.000175302
1488,0.000269795
1489,0.000206798
1490,0.00650646
1491,0.000408011
1492,0.000470339
1493,0.000415556
1494,0.000402293
1495,0.0010514
1496,0.000154175
1497,0.000226325
1498,0.00172117
1499,0.000363867
1500,0.000293571
1501,0.000484399
1502,0.00510942
1503,0.000302448
1504,0.00033717
1505,0.000101718
1506,0.000184771
1507,0.000250558
1508,0.000439486
1509,0.000207764
1510,2.68658e-05
1511,0.000185327
1512,0.000713498
1513,0.00066334
1514,0.000513075
1515,0.000110593
1516,0.000220055
1517,0.000691595
1518,9.65735e-05
1519,0.000264311
1520,0.000454316
1521,0.00117907
1522,0.000999413
1523,0.000756468
1524,0.000194533
1525,0.000191217
1526,0.000209624
1527,0.000898166
1528,0.000443988
1529,0.000950296
1530,0.000248569
1531,0.000348112
1532,0.000436411
1533,3.73571e-05
1534,0.000222911
1535,0.000250609
1536,0.000100929
1537,0.00142649
1538,0.000181285
1539,0.0015401
1540,0.00110742
1541,0.000211312
1542,0.000782467
1543,0.000264932
1544,2.58342e-05
1545,0.000207709
1546,0.0266451
1547,5.56955e-05
1548,0.000267458
1549,0.00262182
1550,0.000223151
1551,0.000108686
1552,0.00352008
1553,0.00037932
1554,0.000242327
1555,0.000229895
1556,0.000209976
1557,0.000249267
1558,0.000483816
1559,0.000466123
1560,0.00151482
1561,0.000145478
1562,0.000201112
1563,0.0029328
1564,3.72039e-05
1565,0.00049781
1566,0.000154297
1567,7.52234e-05
1568,0.000390933
1569,0.00726322
1570,0.000103285
1571,0.00102121
1572,0.000166062
1573,0.000345178
1574,0.000242437
1575,0.000267841
1576,0.00025565
1577,9.53927e-05
1578,0.000137847
1579,0.000762848
1580,0.000222826
1581,0.00564698
1582,9.42786e-05
1583,0.000294561
1584,0.00337573
1585,0.000211489
1586,0.000296803
1587,0.000309123
1588,0.000430775
1589,0.00628261
1590,0.00167236
1591,0.000262528
1592,0.00366966
1593,0.000184504
1594,0.000135257
1595,0.000185184
1596,0.00059891
1597,0.0003424
1598,0.000105673
1599,0.000621903
1600,3.67596e-05
1601,0.000500941
1602,0.000230407
1603,0.000120322
1604,0.000246419
1605,0.00100248
1606,0.000332068
1607,0.000235186
1608,0.000146089
1609,0.000377404
1610,0.000248343
1611,0.00013506
1612,0.000830683
1613,0.000469625
1614,0.000329663
1615,0.000274544
1616,0.000143321
1617,7.74279e-05
1618,0.000140219
1619,0.000309303
1620,1.69185e-05
1621,0.000253213
1622,0.001276
1623,0.000300499
1624,3.76019e-05
1625,0.000280412
1626,0.000105951
1627,0.000169022
1628,0.000206059
1629,0.00060231
1630,0.000824037
1631,0.00214693
1632,0.000379374
1633,0.000136172
1634,0.00014193
1635,7.93269e-05
1636,0.000731395
1637,0.000832183
1638,0.00014517
1639,0.00051382
