InformationGainRatio	TPR	PPV	LocalPPV	Ideal-PPV	Ideal-PPV_FPRelative	FPR	Cutoff	
0.121753	0	0	0.958333	1	0.999525	0.000956023	1.12154	
0.131886	0	0	0.958333	1	0.99905	0.00191205	1.12121	
0.0292921	0.000475511	0.333333	0.958333	1	0.99905	0.00191205	1.12063	
0.00780518	0.000951022	0.5	0.958333	1	0.99905	0.00191205	1.12028	
0.0013542	0.00142653	0.6	0.958333	1	0.99905	0.00191205	1.11991	
4.21359e-07	0.00190204	0.666667	0.958333	1	0.99905	0.00191205	1.11951	
0.000703694	0.00237756	0.714286	0.958333	1	0.99905	0.00191205	1.11945	
0.00229728	0.00285307	0.75	0.958333	1	0.99905	0.00191205	1.11907	
0.00638772	0.00380409	0.8	0.958333	1	0.99905	0.00191205	1.11812	
0.0085256	0.0042796	0.818182	0.958333	1	0.99905	0.00191205	1.11787	
0.0106263	0.00475511	0.833333	0.958333	1	0.99905	0.00191205	1.1176	
0.0126605	0.00523062	0.846154	0.958333	1	0.99905	0.00191205	1.11712	
0.0146151	0.00570613	0.857143	0.958333	1	0.99905	0.00191205	1.11673	
0.0164855	0.00618165	0.866667	0.958333	1	0.99905	0.00191205	1.1158	
0.00833346	0.00618165	0.8125	0.958333	1	0.998575	0.00286807	1.11553	
0.00985103	0.00665716	0.823529	0.958333	1	0.998575	0.00286807	1.11513	
0.0113464	0.00713267	0.833333	0.958333	1	0.998575	0.00286807	1.11468	
0.0128116	0.00760818	0.842105	0.958333	1	0.998575	0.00286807	1.11454	
0.0142418	0.00808369	0.85	0.958333	1	0.998575	0.00286807	1.11451	
0.0156345	0.0085592	0.857143	0.958333	1	0.998575	0.00286807	1.11403	
0.0169884	0.00903471	0.863636	0.958333	1	0.998575	0.00286807	1.11348	
0.0183033	0.00951022	0.869565	0.958333	1	0.998575	0.00286807	1.11345	
0.0195797	0.00998573	0.875	0.958333	1	0.998575	0.00286807	1.11333	
0.0208185	0.0104612	0.88	0.958333	1	0.998575	0.00286807	1.11302	
0.0220208	0.0109368	0.884615	0.958333	1	0.998575	0.00286807	1.11291	
0.0231878	0.0114123	0.888889	0.958333	1	0.998575	0.00286807	1.11256	
