0.197043,0.866832,0.99316,1.03115,0.964644,0,1,1,1,1
0.974944,1.0982,1.11457,1.11141,1.08126,0,1,1,1,1
0.198569,0.977421,0.969597,0.971214,0.978206,0,1,1,1,1
-0.00398946,1.05245,1.08977,1.10067,1.12358,1,1,1,1,1
-0.0932994,0.693364,1.08836,1.12216,1.12254,0,1,1,1,1
-0.120184,-0.109451,-0.0497032,-0.0468897,0.170221,0,0,0,0,0
-0.117996,0.216879,0.312576,0.757959,1.03477,0,0,1,1,1
0.0587452,0.517371,1.07088,1.09006,1.04109,0,0,0,1,1
0.590811,1.0766,1.1165,1.10647,1.07784,0,1,1,1,1
0.162995,1.06615,1.08003,1.0785,1.08684,1,1,1,1,1
-0.108528,-0.108262,-0.0379305,0.0172237,0.422924,0,0,0,0,0
0.951815,1.0471,1.09317,1.07712,1.06013,1,1,1,1,1
-0.0785731,-0.0824561,-0.0232832,-0.0442673,0.0286769,0,0,0,0,0
-0.0737992,0.519896,1.01491,1.11381,1.08174,0,1,1,1,1
-0.121008,-0.0576523,0.0200882,0.08972,0.665943,0,0,0,0,1
0.0499621,0.889833,1.02808,1.09311,1.10467,0,0,1,1,1
0.600999,1.03946,1.10228,1.10749,1.08671,0,1,1,1,1
0.239988,0.881966,0.882574,0.983813,1.03473,0,1,1,1,1
-0.0341144,1.05307,1.087,1.08805,1.08501,0,1,1,1,1
-0.0575049,0.955773,1.09923,1.08925,1.10003,0,1,1,1,1
-0.0871611,0.378444,0.695315,0.811278,1.10293,0,1,1,1,1
-0.0826764,-0.0706014,0.184892,0.363135,1.05373,0,0,0,0,1
-0.00823561,0.559119,0.818251,1.04012,1.08704,1,1,1,1,1
0.16101,1.01217,1.0845,1.06437,0.998714,0,1,1,1,1
0.325627,0.561,0.828215,0.926549,1.09416,0,0,1,1,1
-0.0795525,0.132928,0.0589578,0.235613,0.970409,0,0,0,0,1
0.0432696,0.993861,1.10689,1.10459,1.11556,1,1,1,1,1
-0.117514,-0.0955106,0.125734,0.990037,0.907355,0,0,0,1,1
0.276834,0.241393,0.348066,0.257478,0.424491,0,0,0,0,0
-0.080388,1.03724,1.09757,1.09312,1.08038,0,1,1,1,1
0.940908,1.0747,1.07403,1.08064,1.05794,0,1,1,1,1
-0.12459,-0.0807568,0.214973,0.27903,1.09537,0,0,0,0,1
-0.10086,0.755377,0.99454,1.06018,1.03791,0,0,1,1,1
-0.117309,0.808096,1.05581,1.05548,1.09615,0,0,1,1,1
-0.1083,0.29716,0.7745,1.01679,1.10119,1,1,1,1,1
0.798997,1.0803,1.11497,1.11658,1.09753,1,1,1,1,1
-0.0570825,0.179874,0.292854,0.398502,0.554348,0,0,0,0,0
-0.0657275,0.806203,1.03569,1.09094,1.08957,0,0,1,1,1
-0.12437,-0.107707,0.098791,1.02889,1.12175,0,0,0,1,1
-0.124799,-0.118265,0.183325,1.10203,1.11741,0,0,1,1,1
0.00465724,0.424241,0.314644,0.210247,0.397875,0,0,0,0,0
0.713846,1.0159,1.08268,1.03801,1.00365,1,1,1,1,1
-0.103864,1.01362,1.12167,1.12232,1.12125,0,1,1,1,1
0.015279,0.199184,0.758928,0.531962,0.555876,1,1,1,1,1
-0.0572989,0.459526,0.963746,1.07924,1.00591,0,1,1,1,1
0.683708,1.09207,1.09292,1.10913,1.0788,1,1,1,1,1
0.954207,0.991144,1.0764,1.09804,1.12146,1,1,1,1,1
-0.122492,1.0658,1.11709,1.12396,1.12495,0,1,1,1,1
-0.000370787,0.518368,0.925419,1.09627,1.0951,0,1,1,1,1
-0.0149974,0.897428,1.04068,1.10338,1.10984,0,0,1,1,1
-0.123795,-0.0985669,0.33746,0.879886,0.899238,0,0,0,0,1
-0.0785464,0.109038,0.408326,0.927996,0.915943,0,1,1,1,1
-0.0172659,1.06524,1.08588,1.1195,1.10601,0,1,1,1,1
-0.0934801,0.641396,0.783616,0.722142,0.932456,0,1,1,1,1
0.146041,1.04713,0.991895,0.907684,0.876049,0,1,1,1,1
-0.106405,0.95461,1.09959,1.11295,1.09553,0,1,1,1,1
-0.123166,-0.00905795,0.102147,0.235606,0.488348,0,0,0,0,0
0.0563312,0.894034,1.11227,1.11982,1.11318,0,0,1,1,1
0.0272204,0.360744,0.608897,0.904796,1.10859,0,1,1,1,1
-0.113448,0.386503,0.39472,0.599488,0.488992,0,0,0,0,0
0.245437,1.01506,1.06367,1.08328,1.10457,0,0,1,1,1
-0.121499,-0.0117429,-0.00852936,-0.0279719,0.0512838,0,0,0,0,1
-0.120219,0.0483604,0.645208,1.02719,1.03942,0,0,1,1,1
0.991672,1.08893,1.00576,1.03085,1.1156,1,1,1,1,1
0.869556,1.08854,1.10756,1.09869,1.0743,1,1,1,1,1
-0.0626793,0.36421,1.01392,1.01132,0.920377,1,1,1,1,1
-0.112495,-0.0600112,0.504199,1.07925,1.00813,0,0,0,0,1
0.203398,0.207388,0.727961,0.888752,1.1113,0,1,1,1,1
-0.006076,1.03726,1.09556,1.09746,1.08721,0,1,1,1,1
-0.0703636,0.378955,0.872576,0.921534,1.09577,0,0,1,1,1
-0.0131791,0.716372,1.10584,1.10582,1.10328,0,1,1,1,1
-0.0992216,0.953033,1.10824,1.11014,1.11606,0,1,1,1,1
-0.0327741,0.177097,0.048403,0.0111414,0.0565957,0,0,0,0,0
-0.124182,-0.0957922,0.0802033,0.423379,0.765006,0,0,1,1,1
-0.124008,-0.0743456,0.846543,1.08564,1.09063,0,0,1,1,1
-0.121445,-0.0807696,-0.0182838,0.0134813,0.0815668,0,0,0,0,0
0.0410343,0.652345,0.783319,0.90237,0.87804,0,1,1,1,1
-0.110222,0.999692,1.09329,1.09987,1.09883,0,1,1,1,1
-0.107384,-0.0419382,0.97789,1.06694,1.06488,0,0,1,1,1
-0.121788,-0.0943893,0.372516,0.445716,0.81652,0,0,1,1,1
0.0927189,1.00739,1.02938,1.03853,1.04066,1,1,1,1,1
-0.114385,0.528878,0.843052,0.951583,1.04856,0,0,0,0,0
0.0382025,1.09333,1.09202,1.10503,1.1183,0,1,1,1,1
-0.121019,-0.0297097,0.202613,0.492164,1.11485,0,0,1,1,1
-0.0979076,0.0976625,0.78272,0.839944,0.809236,0,0,0,0,0
-0.124863,-0.0632132,0.892763,1.12171,1.12222,0,0,1,1,1
-0.116606,-0.017137,-0.0551213,0.178565,0.131548,0,0,0,0,0
-0.0639445,0.496,0.935695,0.98075,1.03855,0,0,1,1,1
-0.124333,-0.0546796,0.994891,1.10792,1.09041,0,1,1,1,1
-0.124094,-0.0989444,0.184554,1.05176,1.12267,0,0,1,1,1
