InformationGainRatio	TPR	PPV	LocalPPV	Ideal-PPV	Ideal-PPV_FPRelative	FPR	Cutoff	
0.0445956	0.000475511	1	1	1	1	0	1.12403	
0.0483028	0.000951022	1	1	1	1	0	1.12349	
0.0507755	0.00142653	1	1	1	1	0	1.12287	
0.0526918	0.00190204	1	1	1	1	0	1.12227	
0.054283	0.00237756	1	1	1	1	0	1.12219	
0.0556579	0.00285307	1	1	1	1	0	1.12214	
0.0568774	0.00332858	1	1	1	1	0	1.12194	
0.057979	0.00380409	1	1	1	1	0	1.12167	
0.058988	0.0042796	1	1	1	1	0	1.12131	
0.0599218	0.00475511	1	1	1	1	0	1.12126	
0.0607933	0.00523062	1	1	1	1	0	1.12125	
0.0616122	0.00570613	1	1	1	1	0	1.12057	
0.0623861	0.00618165	1	1	1	1	0	1.12037	
0.063121	0.00665716	1	1	1	1	0	1.12026	
0.0638215	0.00713267	1	1	1	1	0	1.11992	
0.0644917	0.00760818	1	1	1	1	0	1.11987	
0.0651349	0.00808369	1	1	1	1	0	1.11977	
0.0657537	0.0085592	1	1	1	1	0	1.11948	
0.038536	0.0085592	0.947368	0.999977	1	0.999525	0.000956023	1.11938	
0.0398404	0.00903471	0.95	0.999727	1	0.999525	0.000956023	1.11913	
0.0410784	0.00951022	0.952381	0.99841	1	0.999525	0.000956023	1.1186	
0.0422563	0.00998573	0.954545	0.997913	1	0.999525	0.000956023	1.11846	
0.0433797	0.0104612	0.956522	0.997799	1	0.999525	0.000956023	1.11843	
0.0444535	0.0109368	0.958333	0.997156	1	0.999525	0.000956023	1.11827	
0.0454819	0.0114123	0.96	0.996985	1	0.999525	0.000956023	1.11823	
0.0464686	0.0118878	0.961538	0.996942	1	0.999525	0.000956023	1.11822	
0.0474171	0.0123633	0.962963	0.996271	1	0.999525	0.000956023	1.11807	
0.0483303	0.0128388	0.964286	0.995655	1	0.999525	0.000956023	1.11794	
