InformationGainRatio	TPR	PPV	LocalPPV	Ideal-PPV	Ideal-PPV_FPRelative	FPR	Cutoff	
0.0174507	0.00109449	1	1	1	1	0	1.12498	
0.0181088	0.00145932	1	1	1	1	0	1.12497	
0.0186552	0.00182415	1	1	1	1	0	1.12496	
0.0199239	0.00291864	1	1	1	1	0	1.12495	
0.0205904	0.0036483	1	1	1	1	0	1.12494	
0.0208894	0.00401313	1	1	1	1	0	1.12493	
0.0211702	0.00437796	1	1	1	1	0	1.1249	
0.0216875	0.00510762	1	1	1	1	0	1.12488	
0.0219276	0.00547246	1	1	1	1	0	1.12482	
0.0221574	0.00583729	1	1	1	1	0	1.12481	
0.0223777	0.00620212	1	1	1	1	0	1.12474	
0.0225898	0.00656695	1	1	1	1	0	1.12472	
0.0229919	0.00729661	1	1	1	1	0	1.12471	
0.0231832	0.00766144	1	1	1	1	0	1.12469	
0.0233688	0.00802627	1	1	1	1	0	1.12467	
0.0237244	0.00875593	1	1	1	1	0	1.12466	
0.0238952	0.00912076	1	1	1	1	0	1.12465	
0.0242244	0.00985042	1	1	1	1	0	1.12462	
0.0243833	0.0102152	1	1	1	1	0	1.1246	
0.0245388	0.0105801	1	1	1	1	0	1.12458	
0.024691	0.0109449	1	1	1	1	0	1.12454	
0.0248401	0.0113097	1	1	1	1	0	1.12451	
0.0249864	0.0116746	1	1	1	1	0	1.1245	
0.0251299	0.0120394	1	1	1	1	0	1.12449	
0.0252708	0.0124042	1	1	1	1	0	1.12448	
0.0254092	0.0127691	1	1	1	1	0	1.12447	
0.0255453	0.0131339	1	1	1	1	0	1.12446	
0.0256792	0.0134987	1	1	1	1	0	1.12445	
0.0258109	0.0138636	1	1	1	1	0	1.12444	
0.0259407	0.0142284	1	1	1	1	0	1.12441	
0.0260685	0.0145932	1	1	1	1	0	1.12436	
0.0133466	0.0145932	0.97561	0.999706	1	0.999635	0.00245098	1.12431	
0.0136084	0.014958	0.97619	0.999436	1	0.999635	0.00245098	1.12429	
0.0138645	0.0153229	0.976744	0.999271	1	0.999635	0.00245098	1.12428	
0.0141151	0.0156877	0.977273	0.996405	1	0.999635	0.00245098	1.12417	
0.0143605	0.0160525	0.977778	0.995727	1	0.999635	0.00245098	1.12415	
0.0148365	0.0167822	0.978723	0.995373	1	0.999635	0.00245098	1.12414	
0.0150675	0.017147	0.979167	0.994643	1	0.999635	0.00245098	1.12412	
0.0152941	0.0175119	0.979592	0.994268	1	0.999635	0.00245098	1.12411	
0.0155165	0.0178767	0.98	0.993504	1	0.999635	0.00245098	1.12409	
0.0159491	0.0186063	0.980769	0.993116	1	0.999635	0.00245098	1.12408	
0.0163667	0.019336	0.981481	0.991548	1	0.999635	0.00245098	1.12404	
0.0165702	0.0197008	0.981818	0.990367	1	0.999635	0.00245098	1.12401	
0.0167703	0.0200657	0.982143	0.989597	1	0.999635	0.00245098	1.12399	
0.0173515	0.0211602	0.983051	0.988468	1	0.999635	0.00245098	1.12396	
0.0179064	0.0222547	0.983871	0.988103	1	0.999635	0.00245098	1.12395	
0.018086	0.0226195	0.984127	0.987397	1	0.999635	0.00245098	1.12393	
0.018263	0.0229843	0.984375	0.98525	1	0.999635	0.00245098	1.12386	
0.0184375	0.0233491	0.984615	0.984528	1	0.999635	0.00245098	1.12383	
0.0186096	0.023714	0.984848	0.98347	1	0.999635	0.00245098	1.12376	
0.0187795	0.0240788	0.985075	0.983401	1	0.999635	0.00245098	1.12375	
0.018947	0.0244436	0.985294	0.983355	1	0.999635	0.00245098	1.12374	
0.0192757	0.0251733	0.985714	0.983333	1	0.999635	0.00245098	1.12373	
0.0194369	0.0255381	0.985915	0.983277	1	0.999635	0.00245098	1.12367	
0.0197534	0.0262678	0.986301	0.983268	1	0.999635	0.00245098	1.12366	
0.0200623	0.0269974	0.986667	0.983259	1	0.999635	0.00245098	1.12365	
0.0202141	0.0273623	0.986842	0.983241	1	0.999635	0.00245098	1.12363	
0.0203642	0.0277271	0.987013	0.983232	1	0.999635	0.00245098	1.12362	
0.0205125	0.0280919	0.987179	0.983224	1	0.999635	0.00245098	1.12361	
0.0208044	0.0288216	0.9875	0.983207	1	0.999635	0.00245098	1.12359	
0.0210901	0.0295513	0.987805	0.983198	1	0.999635	0.00245098	1.12358	
0.0212307	0.0299161	0.987952	0.983134	1	0.999635	0.00245098	1.1235	
0.0213699	0.0302809	0.988095	0.983089	1	0.999635	0.00245098	1.12344	
0.0215077	0.0306457	0.988235	0.983082	1	0.999635	0.00245098	1.12343	
0.0216441	0.0310106	0.988372	0.983068	1	0.999635	0.00245098	1.12341	
0.0217792	0.0313754	0.988506	0.983054	1	0.999635	0.00245098	1.12339	
0.021913	0.0317402	0.988636	0.983047	1	0.999635	0.00245098	1.12338	
0.0220455	0.0321051	0.988764	0.983015	1	0.999635	0.00245098	1.12333	
0.0221768	0.0324699	0.988889	0.983008	1	0.999635	0.00245098	1.12332	
0.0223069	0.0328347	0.989011	0.983002	1	0.999635	0.00245098	1.12331	
0.0225636	0.0335644	0.989247	0.98299	1	0.999635	0.00245098	1.12329	
0.0226902	0.0339292	0.989362	0.982984	1	0.999635	0.00245098	1.12328	
