0.078922,0.439124,0.912435,0.991837,1.03051,0,1,1,1,1
0.725515,0.923555,1.09314,1.08825,1.08102,0,1,1,1,1
0.147923,0.697068,1.03583,1.04557,1.06689,0,1,1,1,1
0.119946,1.01223,1.10501,1.09793,1.11896,1,1,1,1,1
0.255837,0.830236,1.06678,1.09897,1.1069,0,1,1,1,1
-0.123219,-0.117308,-0.105663,-0.074546,0.0153307,0,0,0,0,0
-0.0668474,0.0704072,0.413615,0.676445,0.974407,0,0,1,1,1
0.0520145,0.236435,1.05228,1.10876,1.0998,0,0,0,1,1
0.738946,0.972124,1.066,1.07446,1.06096,0,1,1,1,1
0.163815,0.856524,0.983479,0.963214,1.04098,1,1,1,1,1
-0.1027,-0.0749255,-0.0456334,-0.0111556,0.203066,0,0,0,0,0
0.872314,0.855626,1.00938,1.02147,1.06679,1,1,1,1,1
-0.0928514,0.198683,0.254386,0.00297436,0.0992066,0,0,0,0,0
-0.0746456,0.480768,1.01738,1.07486,1.0462,0,1,1,1,1
-0.0886693,0.0595264,0.0647783,0.0647009,0.343789,0,0,0,0,1
0.129542,0.851045,1.10074,1.11514,1.12079,0,0,1,1,1
0.397781,0.893588,1.07505,1.07354,1.07978,0,1,1,1,1
-0.102803,0.121151,0.653567,0.968623,1.00995,0,1,1,1,1
0.166565,0.900246,1.07481,1.01874,1.00364,0,1,1,1,1
0.0656252,0.788394,1.0628,1.06506,1.07731,0,1,1,1,1
-0.0459272,0.068192,0.398051,0.580344,0.761062,0,1,1,1,1
-0.0734189,0.0321488,0.245183,0.356916,0.766164,0,0,0,0,1
-0.0791363,0.315497,0.951267,1.06203,1.10888,1,1,1,1,1
0.135141,0.608505,1.01621,1.03042,0.985005,0,1,1,1,1
0.0380452,0.243107,0.653161,0.787048,1.0292,0,0,1,1,1
-0.115923,-0.0952908,0.0699129,0.252777,0.799847,0,0,0,0,1
0.209617,0.947791,1.10643,1.111,1.11122,1,1,1,1,1
-0.0707369,0.0359349,0.477218,0.738029,0.987811,0,0,0,1,1
-0.0666577,-0.00947901,0.0553532,0.147151,0.437332,0,0,0,0,0
0.124679,0.905981,1.06517,1.08465,1.0862,0,1,1,1,1
0.775715,0.983686,1.05168,1.09848,1.09438,0,1,1,1,1
-0.12431,-0.073839,0.440196,0.771132,1.05924,0,0,0,0,1
-0.097704,0.0103819,0.686902,1.00233,1.06948,0,0,1,1,1
0.0195373,0.67879,1.00109,1.00838,1.04336,0,0,1,1,1
-0.10573,0.0420858,0.810583,1.05385,1.11229,1,1,1,1,1
0.686782,0.927894,1.09349,1.08362,1.06642,1,1,1,1,1
-0.0247568,0.217396,0.306319,0.391943,0.340425,0,0,0,0,0
0.0301323,0.59164,0.983422,1.00801,1.05084,0,0,1,1,1
