0.107409,0.781468,0.993159,0.963671,0.976567,0,1,1,1,1
0.888073,1.04455,1.08719,1.10299,1.09844,0,1,1,1,1
0.0846265,0.726646,1.05353,1.05305,1.09446,0,1,1,1,1
0.0917487,1.02125,1.1055,1.11881,1.12448,1,1,1,1,1
-0.0120717,0.789973,1.07734,1.09608,1.11337,0,1,1,1,1
-0.123767,-0.110847,-0.100256,-0.093041,0.0248296,0,0,0,0,0
-0.0982693,0.341921,0.800193,0.973679,1.10586,0,0,1,1,1
0.0587443,0.596558,0.932891,1.08281,1.08563,0,0,0,1,1
0.749041,1.06721,1.08333,1.0962,1.1088,0,1,1,1,1
0.125433,1.06455,1.09041,1.10527,1.1179,1,1,1,1,1
-0.109168,-0.110986,-0.058851,0.039244,0.331496,0,0,0,0,0
0.959782,1.02512,1.04756,1.07863,1.10203,1,1,1,1,1
-0.0902983,0.0443223,0.10413,0.0741836,0.12959,0,0,0,0,0
0.0781565,0.696661,0.987289,1.05728,1.02999,0,1,1,1,1
-0.111968,-0.0512731,0.167989,0.25918,0.82974,0,0,0,0,1
0.16462,0.976803,1.09127,1.11118,1.1116,0,0,1,1,1
0.652833,0.979699,1.08382,1.08635,1.08059,0,1,1,1,1
-0.0828311,0.451606,0.854693,0.88349,1.029,0,1,1,1,1
0.0427431,0.999396,1.07725,1.07814,1.09447,0,1,1,1,1
0.0101656,0.937047,1.1043,1.10871,1.11771,0,1,1,1,1
0.106688,0.0993996,0.866206,1.05894,1.0342,0,1,1,1,1
-0.0734337,-0.0490178,0.0789994,0.344196,0.934441,0,0,0,0,1
-0.0296201,0.342688,0.671714,0.838146,1.06849,1,1,1,1,1
0.407512,0.743587,0.96452,0.958693,1.02837,0,1,1,1,1
-0.105685,0.562824,0.929795,0.985666,1.09586,0,0,1,1,1
-0.117217,-0.0823227,0.069268,0.201093,0.967367,0,0,0,0,1
0.222997,0.935544,1.09163,1.09405,1.08757,1,1,1,1,1
-0.113876,0.0321448,0.557099,0.937726,1.04216,0,0,0,1,1
-0.0336765,0.0816598,0.277809,0.316331,0.748602,0,0,0,0,0
0.00660696,0.885837,1.07557,1.08325,1.10621,0,1,1,1,1
0.996217,1.07083,1.06722,1.10972,1.11978,0,1,1,1,1
-0.12408,-0.0850517,0.232107,0.416129,1.01654,0,0,0,0,1
-0.108726,0.0583619,0.713836,0.978826,1.0649,0,0,1,1,1
-0.0591555,0.741527,1.03166,1.05084,1.09867,0,0,1,1,1
