3PBL_A_ETQ_0328,-730.137,-11.240,0.308
3PBL_A_ETQ_0329,-737.979,-11.717,0.390
3PBL_A_ETQ_0330,-716.154,-11.724,0.396
3PBL_A_ETQ_0331,-736.022,-12.131,0.353
3PBL_A_ETQ_0332,-735.722,-11.670,0.327
3PBL_A_ETQ_0333,-728.240,-11.920,0.333
3PBL_A_ETQ_0334,-735.362,-11.448,0.383
3PBL_A_ETQ_0335,-737.242,-11.085,0.360
3PBL_A_ETQ_0336,-730.692,-10.334,0.348
3PBL_A_ETQ_0337,-731.434,-10.046,0.197
3PBL_A_ETQ_0338,-738.857,-11.599,0.345
3PBL_A_ETQ_0339,-739.275,-11.451,0.314
3PBL_A_ETQ_0340,-738.402,-11.731,0.310
3PBL_A_ETQ_0341,-704.391,-8.559,4.052
3PBL_A_ETQ_0342,-739.142,-11.643,0.376
3PBL_A_ETQ_0343,-731.333,-11.699,0.431
3PBL_A_ETQ_0344,-734.803,-11.212,0.246
3PBL_A_ETQ_0345,-706.600,-7.062,3.485
3PBL_A_ETQ_0346,-691.763,-4.518,6.626
3PBL_A_ETQ_0347,-738.788,-12.430,0.368
3PBL_A_ETQ_0348,-741.171,-11.535,0.296
3PBL_A_ETQ_0349,-735.206,-11.036,0.279
3PBL_A_ETQ_0350,-726.203,-11.061,0.344
3PBL_A_ETQ_0351,-723.198,-9.837,6.885
3PBL_A_ETQ_0352,-737.538,-11.980,0.363
3PBL_A_ETQ_0353,-723.499,-10.572,0.252
3PBL_A_ETQ_0354,-709.335,-8.430,6.975
3PBL_A_ETQ_0355,-738.075,-11.558,0.321
3PBL_A_ETQ_0356,-729.906,-11.261,0.329
3PBL_A_ETQ_0357,-728.864,-10.737,0.349
3PBL_A_ETQ_0358,-728.936,-12.039,0.385
3PBL_A_ETQ_0359,-738.046,-11.868,0.359
3PBL_A_ETQ_0360,-735.891,-11.547,0.313
3PBL_A_ETQ_0361,-740.314,-11.055,0.366
3PBL_A_ETQ_0362,-738.336,-11.545,0.346
3PBL_A_ETQ_0363,-732.547,-11.786,0.337
3PBL_A_ETQ_0364,-735.417,-11.090,0.350
3PBL_A_ETQ_0365,-746.485,-11.029,0.351
3PBL_A_ETQ_0366,-728.891,-11.597,0.287
3PBL_A_ETQ_0367,-740.722,-11.599,0.322
3PBL_A_ETQ_0368,-736.774,-11.885,0.320
3PBL_A_ETQ_0369,-732.148,-12.033,0.351
3PBL_A_ETQ_0370,-737.906,-11.577,0.383
3PBL_A_ETQ_0371,-729.049,-11.947,0.451
3PBL_A_ETQ_0372,-728.517,-11.007,0.426
3PBL_A_ETQ_0373,-738.582,-11.943,0.377
3PBL_A_ETQ_0374,-740.558,-11.162,0.342
3PBL_A_ETQ_0375,-732.214,-11.684,0.334
3PBL_A_ETQ_0376,-743.038,-11.230,0.274
3PBL_A_ETQ_0377,-729.503,-11.656,0.302
3PBL_A_ETQ_0378,-739.233,-11.441,0.251
3PBL_A_ETQ_0379,-741.870,-11.819,0.372
3PBL_A_ETQ_0380,-732.704,-12.211,0.327
3PBL_A_ETQ_0381,-728.802,-12.179,0.369
3PBL_A_ETQ_0382,-736.367,-11.347,0.281
3PBL_A_ETQ_0383,-729.071,-11.661,0.243
3PBL_A_ETQ_0384,-726.904,-10.484,0.378
3PBL_A_ETQ_0385,-737.282,-11.507,0.415
3PBL_A_ETQ_0386,-692.939,-5.149,4.452
3PBL_A_ETQ_0387,-708.818,-8.440,4.598
3PBL_A_ETQ_0388,-718.300,-7.321,5.184
3PBL_A_ETQ_0389,-735.949,-11.651,0.346
3PBL_A_ETQ_0390,-732.580,-12.311,0.362
3PBL_A_ETQ_0391,-738.493,-11.677,0.323
3PBL_A_ETQ_0392,-733.005,-11.322,0.290
3PBL_A_ETQ_0393,-727.690,-11.589,0.371
3PBL_A_ETQ_0394,-743.693,-11.474,0.285
3PBL_A_ETQ_0395,-719.144,-12.173,0.332
3PBL_A_ETQ_0396,-736.331,-12.243,0.343
3PBL_A_ETQ_0397,-734.322,-11.685,0.345
3PBL_A_ETQ_0398,-746.705,-12.064,0.395
3PBL_A_ETQ_0399,-739.379,-11.377,0.428
3PBL_A_ETQ_0400,-688.919,-5.917,6.662
3PBL_A_ETQ_0401,-734.437,-12.148,0.325
3PBL_A_ETQ_0402,-733.514,-10.781,0.268
3PBL_A_ETQ_0403,-736.255,-11.217,0.310
3PBL_A_ETQ_0404,-732.899,-11.677,0.280
3PBL_A_ETQ_0405,-732.598,-11.607,0.270
3PBL_A_ETQ_0406,-738.093,-11.477,0.252
3PBL_A_ETQ_0407,-728.163,-11.403,0.371
3PBL_A_ETQ_0408,-737.778,-11.335,0.284
3PBL_A_ETQ_0409,-732.315,-12.040,0.366
3PBL_A_ETQ_0410,-735.088,-11.901,0.324
3PBL_A_ETQ_0411,-730.786,-11.717,0.378
3PBL_A_ETQ_0412,-730.718,-11.212,0.346
3PBL_A_ETQ_0413,-736.033,-11.707,0.360
3PBL_A_ETQ_0414,-726.614,-11.665,0.316
3PBL_A_ETQ_0415,-735.539,-11.816,0.299
3PBL_A_ETQ_0416,-728.805,-11.362,0.356
3PBL_A_ETQ_0417,-737.008,-10.615,0.369
3PBL_A_ETQ_0418,-745.266,-11.363,0.264
3PBL_A_ETQ_0419,-731.624,-12.088,0.492
3PBL_A_ETQ_0420,-739.873,-11.423,0.332
3PBL_A_ETQ_0421,-742.324,-11.709,0.447
3PBL_A_ETQ_0422,-727.635,-10.789,0.303
3PBL_A_ETQ_0423,-703.971,-7.066,3.988
3PBL_A_ETQ_0424,-692.886,2.341,6.597
3PBL_A_ETQ_0425,-731.838,-11.335,0.315
3PBL_A_ETQ_0426,-730.145,-11.628,0.353
3PBL_A_ETQ_0427,-734.545,-11.570,0.352
3PBL_A_ETQ_0428,-730.769,-11.531,0.326
3PBL_A_ETQ_0429,-727.928,-11.548,0.482
3PBL_A_ETQ_0430,-701.345,-10.403,3.965
3PBL_A_ETQ_0431,-699.088,-5.627,4.003
3PBL_A_ETQ_0432,-701.287,-3.000,4.294
3PBL_A_ETQ_0433,-726.315,-3.381,7.264
3PBL_A_ETQ_0434,-726.247,-11.993,0.326
3PBL_A_ETQ_0435,-716.794,-9.892,0.267
3PBL_A_ETQ_0436,-728.144,-11.546,0.269
3PBL_A_ETQ_0437,-727.283,-11.395,0.236
3PBL_A_ETQ_0438,-738.360,-11.872,0.384
3PBL_A_ETQ_0439,-728.884,-11.655,0.322
3PBL_A_ETQ_0440,-737.101,-10.911,0.335
3PBL_A_ETQ_0441,-726.445,-11.857,0.295
3PBL_A_ETQ_0442,-736.587,-11.374,0.282
3PBL_A_ETQ_0443,-727.471,-11.709,0.301
3PBL_A_ETQ_0444,-735.553,-11.673,0.297
3PBL_A_ETQ_0445,-739.720,-11.434,0.331
3PBL_A_ETQ_0446,-724.780,-7.778,1.937
3PBL_A_ETQ_0447,-735.689,-11.455,0.347
3PBL_A_ETQ_0448,-733.231,-11.682,0.376
3PBL_A_ETQ_0449,-740.188,-11.883,0.319
3PBL_A_ETQ_0450,-733.561,-12.434,0.366
3PBL_A_ETQ_0451,-737.757,-11.433,0.363
3PBL_A_ETQ_0452,-732.117,-11.648,0.331
3PBL_A_ETQ_0453,-697.578,-7.367,3.352
3PBL_A_ETQ_0454,-721.446,-10.706,0.331
3PBL_A_ETQ_0455,-699.571,-3.534,6.641
3PBL_A_ETQ_0456,-739.535,-11.689,0.353
3PBL_A_ETQ_0457,-729.200,-11.478,0.335
3PBL_A_ETQ_0458,-742.226,-11.516,0.294
3PBL_A_ETQ_0459,-737.073,-10.958,0.286
3PBL_A_ETQ_0460,-730.213,-11.298,0.232
3PBL_A_ETQ_0461,-730.165,-11.689,0.308
3PBL_A_ETQ_0462,-730.801,-11.358,0.327
3PBL_A_ETQ_0463,-727.636,-11.346,0.296
3PBL_A_ETQ_0464,-737.306,-11.887,0.315
3PBL_A_ETQ_0465,-731.581,-11.505,0.323
3PBL_A_ETQ_0466,-732.147,-9.623,6.863
3PBL_A_ETQ_0467,-693.680,-4.727,1.744
3PBL_A_ETQ_0468,-738.571,-11.696,0.341
3PBL_A_ETQ_0469,-741.978,-11.940,0.420
3PBL_A_ETQ_0470,-715.176,-4.999,4.641
3PBL_A_ETQ_0471,-711.112,-7.596,2.049
3PBL_A_ETQ_0472,-727.349,-11.836,0.332
3PBL_A_ETQ_0473,-694.542,-2.555,2.386
3PBL_A_ETQ_0474,-733.706,-10.421,0.392
3PBL_A_ETQ_0475,-736.724,-11.967,0.308
3PBL_A_ETQ_0476,-713.448,-11.909,0.397
3PBL_A_ETQ_0477,-739.016,-12.053,0.354
3PBL_A_ETQ_0478,-736.312,-11.021,0.258
3PBL_A_ETQ_0479,-696.424,-7.143,4.527
3PBL_A_ETQ_0480,-724.181,-7.536,3.631
3PBL_A_ETQ_0481,-474.157,-6.699,7.455
3PBL_A_ETQ_0482,-718.956,-11.702,0.325
