5.21709,6.67
8.65887,9
10.7641,10.97
11.1148,10.96
10.2706,10.99
2.97932,3.54
2.69328,1.75
8.87949,8.5
4.90544,1.99
3.7122,-0.32
7.96691,8.33
3.91954,3.66
10.9466,10.65
8.74948,10.2
6.67395,6.69
7.63119,8.4
5.60306,1.92
7.29959,7
6.27395,6.16
2.94683,3.34
8.76571,8.28
6.41426,6.91
5.37533,1.5
6.83048,6.05
4.9967,6.7
3.79161,4.11
7.7592,-0.57
5.14553,3.65
11.2097,8.8
5.13377,5.31
11.7727,9.29
6.98817,6.7
5.79253,6.17
9.06068,8.9
9.48929,9
5.61249,5.9
9.37399,8.35
10.648,10.91
7.50338,7.31
10.1708,10.8
6.63881,6.3
8.30214,9.34
8.79262,8.69
10.0629,9.6
10.3904,11.4
8.92467,9.15
7.32292,9.4
4.41561,5.15
3.6385,3.09
11.1024,10.99
3.85157,4.42
9.41143,8.53
9.22807,9.5
7.23482,6.79
7.91569,8.6
7.80559,8.04
8.61193,8.58
5.14445,4.03
5.5426,5.96
8.90528,8.03
-5.02327,-5.19
10.1142,9.84
9.34828,9.66
3.15855,4.6
7.50627,9.49
4.54745,3.97
6.15579,4.9
4.31944,4.9
11.2736,11.44
4.80779,5.15
4.65573,7.4
6.46095,6.71
3.13579,4.19
10.2391,9.3
4.77776,3
8.53104,8.86
11.2757,11.1
2.07088,1.19
7.04236,6.88
7.36378,1.02
5.06484,5.41
6.11613,5.41
6.4339,5.72
8.16087,8.43
8.92081,8.7
8.60041,7.7
5.04413,5.2
6.76538,6.1
6.15926,6.17
5.40668,7.52
9.07263,8.5
10.7876,10.46
6.16849,6.39
7.86173,9.33
9.91747,9.97
6.75192,6.3
9.97701,10.06
10.8894,10.62
8.16536,7.455
7.42132,6.7
3.50344,2.77
3.00218,3.01
5.27379,5.07
8.09371,9.1
2.9039,3.44
9.23129,8.6
8.81598,9.81
9.65573,9.88
6.97086,8.02
-1.04226,-2.51
6.15709,6.85
10.9536,11.25
2.449,2.21
7.1146,6.91
10.5395,10.5
11.3097,11.075
3.42376,2.6
6.03952,5.03
4.57738,4.4
4.23721,7.34
7.76408,7.03
3.88093,2.26
2.83845,5.89
6.20844,5.67
5.58539,5.7
