InformationGainRatio	TPR	PPV	LocalPPV	Ideal-PPV	Ideal-PPV_FPRelative	FPR	Cutoff	
0.0820713	0.000667557	1	1	1	1	0	1.11977	
0.0888974	0.00133511	1	1	1	1	0	1.1178	
0.0934518	0.00200267	1	1	1	1	0	1.11698	
0.0969827	0.00267023	1	1	1	1	0	1.11572	
0.0999153	0.00333778	1	1	1	1	0	1.11435	
0.10245	0.00400534	1	1	1	1	0	1.11357	
0.104699	0.0046729	1	1	1	1	0	1.11314	
0.106731	0.00534045	1	1	1	1	0	1.11295	
0.108593	0.00600801	1	1	1	1	0	1.11209	
0.110316	0.00667557	1	1	1	1	0	1.11141	
0.111925	0.00734312	1	1	1	1	0	1.10934	
0.113438	0.00801068	1	1	1	1	0	1.10779	
0.114867	0.00867824	1	1	1	1	0	1.10775	
0.116225	0.00934579	1	1	1	1	0	1.10755	
0.11752	0.0100134	1	1	1	1	0	1.10626	
0.118759	0.0106809	1	1	1	1	0	1.10625	
0.119948	0.0113485	1	1	1	1	0	1.10619	
0.121092	0.012016	1	1	1	1	0	1.10523	
0.122196	0.0126836	1	1	1	1	0	1.10468	
0.123264	0.0133511	1	1	1	1	0	1.10446	
0.124298	0.0140187	1	1	1	1	0	1.10439	
0.125301	0.0146862	1	1	1	1	0	1.10422	
0.126276	0.0153538	1	1	1	1	0	1.10421	
0.127225	0.0160214	1	1	1	1	0	1.10419	
0.128149	0.0166889	1	1	1	1	0	1.10411	
0.129051	0.0173565	1	1	1	1	0	1.104	
0.129932	0.018024	1	1	1	1	0	1.10328	
0.130793	0.0186916	1	1	1	1	0	1.10299	
0.131636	0.0193591	1	1	1	1	0	1.10269	
0.132461	0.0200267	1	1	1	1	0	1.10265	
0.13327	0.0206943	1	1	1	1	0	1.10206	
0.108499	0.0206943	0.96875	0.999723	1	0.999333	0.000605694	1.10147	
0.10974	0.0213618	0.969697	0.999279	1	0.999333	0.000605694	1.1011	
0.110946	0.0220294	0.970588	0.998941	1	0.999333	0.000605694	1.10089	
0.0952478	0.0220294	0.942857	0.998562	1	0.998667	0.00121139	1.10069	
0.0966206	0.0226969	0.944444	0.997283	1	0.998667	0.00121139	1.10015	
0.0979559	0.0233645	0.945946	0.996542	1	0.998667	0.00121139	1.09989	
0.0992559	0.024032	0.947368	0.995625	1	0.998667	0.00121139	1.0996	
0.100523	0.0246996	0.948718	0.995559	1	0.998667	0.00121139	1.09958	
0.101758	0.0253672	0.95	0.993687	1	0.998667	0.00121139	1.09906	
0.102964	0.0260347	0.95122	0.993018	1	0.998667	0.00121139	1.09889	
0.104141	0.0267023	0.952381	0.992449	1	0.998667	0.00121139	1.09875	
0.105292	0.0273698	0.953488	0.992366	1	0.998667	0.00121139	1.09873	
0.106418	0.0280374	0.954545	0.990953	1	0.998667	0.00121139	1.0984	
0.107519	0.0287049	0.955556	0.990508	1	0.998667	0.00121139	1.0983	
0.108597	0.0293725	0.956522	0.98803	1	0.998667	0.00121139	1.09777	
0.109654	0.0300401	0.957447	0.987689	1	0.998667	0.00121139	1.0977	
0.11069	0.0307076	0.958333	0.985531	1	0.998667	0.00121139	1.09727	
0.111706	0.0313752	0.959184	0.983547	1	0.998667	0.00121139	1.09689	
0.112703	0.0320427	0.96	0.983067	1	0.998667	0.00121139	1.0968	
0.113682	0.0327103	0.960784	0.982907	1	0.998667	0.00121139	1.09677	
0.114643	0.0333778	0.961538	0.980463	1	0.998667	0.00121139	1.09632	
0.115588	0.0340454	0.962264	0.979468	1	0.998667	0.00121139	1.09614	
0.116516	0.034713	0.962963	0.978689	1	0.998667	0.00121139	1.096	
0.11743	0.0353805	0.963636	0.973899	1	0.998667	0.00121139	1.09515	
0.118329	0.0360481	0.964286	0.973163	1	0.998667	0.00121139	1.09502	
0.119213	0.0367156	0.964912	0.971692	1	0.998667	0.00121139	1.09476	
0.120084	0.0373832	0.965517	0.971298	1	0.998667	0.00121139	1.09469	
0.120942	0.0380507	0.966102	0.968331	1	0.998667	0.00121139	1.09416	
0.121788	0.0387183	0.966667	0.966516	1	0.998667	0.00121139	1.09383	
0.122621	0.0393858	0.967213	0.964681	1	0.998667	0.00121139	1.09349	
0.123443	0.0400534	0.967742	0.964574	1	0.998667	0.00121139	1.09347	
0.113469	0.0400534	0.952381	0.9631	1	0.998001	0.00181708	1.09319	
0.114348	0.040721	0.953125	0.960168	1	0.998001	0.00181708	1.09261	
0.115214	0.0413885	0.953846	0.95887	1	0.998001	0.00181708	1.09234	
0.116069	0.0420561	0.954545	0.958635	1	0.998001	0.00181708	1.09229	
0.116913	0.0427236	0.955224	0.957215	1	0.998001	0.00181708	1.09198	
0.117745	0.0433912	0.955882	0.95686	1	0.998001	0.00181708	1.0919	
0.118567	0.0440587	0.956522	0.956598	1	0.998001	0.00181708	1.09184	
0.119379	0.0447263	0.957143	0.956295	1	0.998001	0.00181708	1.09177	
0.12018	0.0453939	0.957746	0.955123	1	0.998001	0.00181708	1.09149	
0.120972	0.0460614	0.958333	0.955001	1	0.998001	0.00181708	1.09146	
0.121755	0.046729	0.958904	0.951171	1	0.998001	0.00181708	1.09037	
0.122528	0.0473965	0.959459	0.950525	1	0.998001	0.00181708	1.09014	
0.123293	0.0480641	0.96	0.949642	1	0.998001	0.00181708	1.08978	
0.124049	0.0487316	0.960526	0.949597	1	0.998001	0.00181708	1.08976	
0.124797	0.0493992	0.961039	0.949202	1	0.998001	0.00181708	1.08957	
0.125536	0.0500668	0.961538	0.948676	1	0.998001	0.00181708	1.08927	
0.126268	0.0507343	0.962025	0.948529	1	0.998001	0.00181708	1.08917	
0.126993	0.0514019	0.9625	0.948381	1	0.998001	0.00181708	1.08906	
0.12771	0.0520694	0.962963	0.947714	1	0.998001	0.00181708	1.08855	
0.128419	0.052737	0.963415	0.947458	1	0.998001	0.00181708	1.08835	
0.129122	0.0534045	0.963855	0.946926	1	0.998001	0.00181708	1.08793	
0.129818	0.0540721	0.964286	0.946418	1	0.998001	0.00181708	1.08752	
0.130507	0.0547397	0.964706	0.946406	1	0.998001	0.00181708	1.08751	
0.13119	0.0554072	0.965116	0.946357	1	0.998001	0.00181708	1.08747	
0.131866	0.0560748	0.965517	0.946271	1	0.998001	0.00181708	1.0874	
0.132536	0.0567423	0.965909	0.945836	1	0.998001	0.00181708	1.08704	
0.1332	0.0574099	0.966292	0.945657	1	0.998001	0.00181708	1.08689	
0.125624	0.0574099	0.955556	0.945104	1	0.997337	0.00242277	1.08642	
0.127004	0.058745	0.956522	0.945069	1	0.997337	0.00242277	1.08639	
0.127686	0.0594126	0.956989	0.944451	1	0.997337	0.00242277	1.08585	
0.128361	0.0600801	0.957447	0.944249	1	0.997337	0.00242277	1.08567	
0.129031	0.0607477	0.957895	0.944093	1	0.997337	0.00242277	1.08553	
0.129695	0.0614152	0.958333	0.943555	1	0.997337	0.00242277	1.08504	
0.130354	0.0620828	0.958763	0.942757	1	0.997337	0.00242277	1.08429	
0.131007	0.0627503	0.959184	0.942684	1	0.997337	0.00242277	1.08422	
0.131655	0.0634179	0.959596	0.942674	1	0.997337	0.00242277	1.08421	
0.132298	0.0640854	0.96	0.942436	1	0.997337	0.00242277	1.08398	
0.12571	0.0640854	0.950495	0.942426	1	0.996673	0.00302847	1.08397	
0.126373	0.064753	0.95098	0.942211	1	0.996673	0.00302847	1.08376	
0.127031	0.0654206	0.951456	0.941899	1	0.996673	0.00302847	1.08345	
0.127684	0.0660881	0.951923	0.941523	1	0.996673	0.00302847	1.08307	
0.128332	0.0667557	0.952381	0.940896	1	0.996673	0.00302847	1.08242	
0.128976	0.0674232	0.95283	0.940859	1	0.996673	0.00302847	1.08238	
0.129614	0.0680908	0.953271	0.940755	1	0.996673	0.00302847	1.08227	
0.130248	0.0687583	0.953704	0.939937	1	0.996673	0.00302847	1.08138	
0.130878	0.0694259	0.954128	0.939874	1	0.996673	0.00302847	1.08131	
0.131503	0.0700935	0.954545	0.939776	1	0.996673	0.00302847	1.0812	
0.132123	0.070761	0.954955	0.939476	1	0.996673	0.00302847	1.08086	
0.13274	0.0714286	0.955357	0.939147	1	0.996673	0.00302847	1.08048	
0.133352	0.0720961	0.955752	0.939045	1	0.996673	0.00302847	1.08036	
0.13396	0.0727637	0.95614	0.93855	1	0.996673	0.00302847	1.07977	
0.134564	0.0734312	0.956522	0.938426	1	0.996673	0.00302847	1.07962	
0.135165	0.0740988	0.956897	0.938263	1	0.996673	0.00302847	1.07942	
0.135761	0.0747664	0.957265	0.938255	1	0.996673	0.00302847	1.07941	
0.136354	0.0754339	0.957627	0.938239	1	0.996673	0.00302847	1.07939	
0.136942	0.0761015	0.957983	0.938158	1	0.996673	0.00302847	1.07929	
0.137528	0.076769	0.958333	0.937847	1	0.996673	0.00302847	1.0789	
0.138109	0.0774366	0.958678	0.937753	1	0.996673	0.00302847	1.07878	
0.138687	0.0781041	0.959016	0.937558	1	0.996673	0.00302847	1.07853	
0.139262	0.0787717	0.95935	0.937535	1	0.996673	0.00302847	1.0785	
0.139833	0.0794393	0.959677	0.937389	1	0.996673	0.00302847	1.07831	
0.140401	0.0801068	0.96	0.937063	1	0.996673	0.00302847	1.07788	
0.140966	0.0807744	0.960317	0.937011	1	0.996673	0.00302847	1.07781	
0.141528	0.0814419	0.96063	0.936944	1	0.996673	0.00302847	1.07772	
0.142086	0.0821095	0.960938	0.936914	1	0.996673	0.00302847	1.07768	
0.136527	0.0821095	0.953488	0.936907	1	0.996011	0.00363416	1.07767	
0.137098	0.082777	0.953846	0.936527	1	0.996011	0.00363416	1.07715	
0.137667	0.0834446	0.954198	0.936484	1	0.996011	0.00363416	1.07709	
0.138232	0.0841121	0.954545	0.936348	1	0.996011	0.00363416	1.0769	
0.138794	0.0847797	0.954887	0.935668	1	0.996011	0.00363416	1.07592	
0.139354	0.0854473	0.955224	0.935627	1	0.996011	0.00363416	1.07586	
0.13991	0.0861148	0.955556	0.935506	1	0.996011	0.00363416	1.07568	
0.140463	0.0867824	0.955882	0.935288	1	0.996011	0.00363416	1.07535	
0.135361	0.0867824	0.948905	0.934867	1	0.995349	0.00423985	1.0747	
0.135925	0.0874499	0.949275	0.934842	1	0.995349	0.00423985	1.07466	
0.136486	0.0881175	0.94964	0.934766	1	0.995349	0.00423985	1.07454	
0.137044	0.088785	0.95	0.934516	1	0.995349	0.00423985	1.07414	
0.137599	0.0894526	0.950355	0.934497	1	0.995349	0.00423985	1.07411	
0.138151	0.0901202	0.950704	0.934479	1	0.995349	0.00423985	1.07408	
0.138701	0.0907877	0.951049	0.934168	1	0.995349	0.00423985	1.07357	
0.139248	0.0914553	0.951389	0.933994	1	0.995349	0.00423985	1.07328	
0.139792	0.0921228	0.951724	0.933965	1	0.995349	0.00423985	1.07323	
0.140334	0.0927904	0.952055	0.933505	1	0.995349	0.00423985	1.07244	
0.140873	0.0934579	0.952381	0.933488	1	0.995349	0.00423985	1.07241	
0.13618	0.0934579	0.945946	0.933129	1	0.994688	0.00484555	1.07177	
0.136727	0.0941255	0.946309	0.933101	1	0.994688	0.00484555	1.07172	
0.137272	0.0947931	0.946667	0.932899	1	0.994688	0.00484555	1.07135	
0.137815	0.0954606	0.94702	0.93279	1	0.994688	0.00484555	1.07115	
0.138354	0.0961282	0.947368	0.932689	1	0.994688	0.00484555	1.07096	
0.138892	0.0967957	0.947712	0.932619	1	0.994688	0.00484555	1.07083	
0.134491	0.0967957	0.941558	0.932508	1	0.994028	0.00545124	1.07062	
0.135035	0.0974633	0.941935	0.932456	1	0.994028	0.00545124	1.07052	
0.135577	0.0981308	0.942308	0.932451	1	0.994028	0.00545124	1.07051	
0.136116	0.0987984	0.942675	0.932279	1	0.994028	0.00545124	1.07018	
0.136653	0.099466	0.943038	0.932125	1	0.994028	0.00545124	1.06988	
0.137187	0.100134	0.943396	0.932049	1	0.994028	0.00545124	1.06973	
0.13304	0.100134	0.9375	0.931768	1	0.993369	0.00605694	1.06917	
0.134117	0.101469	0.938272	0.931664	1	0.993369	0.00605694	1.06896	
0.134653	0.102136	0.93865	0.931659	1	0.993369	0.00605694	1.06895	
0.135186	0.102804	0.939024	0.931542	1	0.993369	0.00605694	1.06871	
0.135717	0.103471	0.939394	0.931489	1	0.993369	0.00605694	1.0686	
0.136246	0.104139	0.939759	0.931363	1	0.993369	0.00605694	1.06834	
0.132326	0.104139	0.934132	0.931296	1	0.99271	0.00666263	1.0682	
0.132859	0.104806	0.934524	0.931087	1	0.99271	0.00666263	1.06776	
0.13339	0.105474	0.934911	0.931068	1	0.99271	0.00666263	1.06772	
0.133919	0.106142	0.935294	0.931017	1	0.99271	0.00666263	1.06761	
0.134446	0.106809	0.935673	0.93083	1	0.99271	0.00666263	1.06721	
0.130715	0.106809	0.930233	0.930757	1	0.992053	0.00726832	1.06705	
0.131246	0.107477	0.930636	0.930747	1	0.992053	0.00726832	1.06703	
0.131774	0.108144	0.931034	0.930596	1	0.992053	0.00726832	1.0667	
0.132301	0.108812	0.931429	0.930528	1	0.992053	0.00726832	1.06655	
0.132825	0.109479	0.931818	0.930156	1	0.992053	0.00726832	1.06572	
0.133348	0.110147	0.932203	0.930068	1	0.992053	0.00726832	1.06552	
0.133869	0.110814	0.932584	0.930037	1	0.992053	0.00726832	1.06545	
0.134387	0.111482	0.932961	0.929949	1	0.992053	0.00726832	1.06525	
0.134904	0.11215	0.933333	0.929836	1	0.992053	0.00726832	1.06499	
0.135419	0.112817	0.933702	0.929827	1	0.992053	0.00726832	1.06497	
0.135932	0.113485	0.934066	0.929805	1	0.992053	0.00726832	1.06492	
0.136444	0.114152	0.934426	0.929645	1	0.992053	0.00726832	1.06455	
0.136953	0.11482	0.934783	0.929333	1	0.992053	0.00726832	1.06382	
0.137461	0.115487	0.935135	0.929244	1	0.992053	0.00726832	1.06361	
0.137967	0.116155	0.935484	0.929235	1	0.992053	0.00726832	1.06359	
0.138471	0.116822	0.935829	0.929214	1	0.992053	0.00726832	1.06354	
0.138974	0.11749	0.93617	0.929138	1	0.992053	0.00726832	1.06336	
0.139475	0.118158	0.936508	0.929117	1	0.992053	0.00726832	1.06331	
0.139974	0.118825	0.936842	0.928894	1	0.992053	0.00726832	1.06278	
0.140471	0.119493	0.937173	0.928865	1	0.992053	0.00726832	1.06271	
0.140967	0.12016	0.9375	0.928685	1	0.992053	0.00726832	1.06228	
0.141462	0.120828	0.937824	0.928593	1	0.992053	0.00726832	1.06206	
0.141955	0.121495	0.938144	0.928502	1	0.992053	0.00726832	1.06184	
0.142446	0.122163	0.938462	0.928373	1	0.992053	0.00726832	1.06153	
0.142935	0.12283	0.938776	0.928328	1	0.992053	0.00726832	1.06142	
0.143424	0.123498	0.939086	0.928307	1	0.992053	0.00726832	1.06137	
0.14391	0.124166	0.939394	0.928282	1	0.992053	0.00726832	1.06131	
0.144395	0.124833	0.939698	0.928203	1	0.992053	0.00726832	1.06112	
0.144879	0.125501	0.94	0.928187	1	0.992053	0.00726832	1.06108	
0.145361	0.126168	0.940299	0.927988	1	0.992053	0.00726832	1.0606	
0.145842	0.126836	0.940594	0.927984	1	0.992053	0.00726832	1.06059	
0.146321	0.127503	0.940887	0.92793	1	0.992053	0.00726832	1.06046	
0.146799	0.128171	0.941176	0.927549	1	0.992053	0.00726832	1.05954	
0.147276	0.128838	0.941463	0.927541	1	0.992053	0.00726832	1.05952	
0.147751	0.129506	0.941748	0.927507	1	0.992053	0.00726832	1.05944	
0.148225	0.130174	0.942029	0.927503	1	0.992053	0.00726832	1.05943	
0.148698	0.130841	0.942308	0.927312	1	0.992053	0.00726832	1.05897	
0.149169	0.131509	0.942584	0.927086	1	0.992053	0.00726832	1.05843	
0.149639	0.132176	0.942857	0.927061	1	0.992053	0.00726832	1.05837	
0.150107	0.132844	0.943128	0.926964	1	0.992053	0.00726832	1.05814	
0.150575	0.133511	0.943396	0.926922	1	0.992053	0.00726832	1.05804	
0.151041	0.134179	0.943662	0.926909	1	0.992053	0.00726832	1.05801	
0.151506	0.134846	0.943925	0.926638	1	0.992053	0.00726832	1.05737	
